step,loss,alignment_loss,regularization_loss,alpha_min,alpha_mean,alpha_max,alpha_std,learning_rate,step_wall_s,alpha_layer_00,alpha_layer_01,alpha_layer_02,alpha_layer_03,alpha_layer_04,alpha_layer_05,alpha_layer_06,alpha_layer_07,alpha_layer_08,alpha_layer_09,alpha_layer_10,alpha_layer_11,alpha_layer_12,alpha_layer_13,alpha_layer_14,alpha_layer_15,alpha_layer_16,alpha_layer_17,alpha_layer_18,alpha_layer_19,alpha_layer_20,alpha_layer_21,alpha_layer_22,alpha_layer_23,alpha_layer_24,alpha_layer_25,alpha_layer_26,alpha_layer_27,alpha_layer_28,alpha_layer_29
11,29.933389514684677,0.5416487157344818,29.391740798950195,0.9736189842224121,0.9759904106458028,0.9925708770751953,0.004520812343883451,0.0044,42.77005290403031,0.9743096232414246,0.9806535840034485,0.9925708770751953,0.9791620969772339,0.9836603999137878,0.9879371523857117,0.9788157343864441,0.9753522872924805,0.9745904803276062,0.9749908447265625,0.9743872880935669,0.9747723937034607,0.9738489985466003,0.974281370639801,0.9738833904266357,0.974170446395874,0.9737719893455505,0.9737118482589722,0.9740607142448425,0.9737436771392822,0.973662257194519,0.9741172790527344,0.9737388491630554,0.9736943244934082,0.9736726880073547,0.9736342430114746,0.9736375212669373,0.973632276058197,0.9736286997795105,0.9736189842224121
12,29.71606057882309,0.4363479018211365,29.279712677001953,0.9688335657119751,0.9719417572021485,0.9925463199615479,0.005683605111675327,0.0048,41.3792759119533,0.969997227191925,0.978690505027771,0.9925463199615479,0.9763373136520386,0.9819912910461426,0.985719621181488,0.9769548773765564,0.9711475968360901,0.9707549810409546,0.9705795049667358,0.9697838425636292,0.9703372120857239,0.9691154956817627,0.9696498513221741,0.9692063927650452,0.9695990085601807,0.9690307378768921,0.9689698219299316,0.9694223403930664,0.9690054655075073,0.968879222869873,0.9694506525993347,0.969000518321991,0.9689422845840454,0.9689043164253235,0.9688528776168823,0.9688557386398315,0.9688464999198914,0.9688476324081421,0.9688335657119751
13,29.591837753852207,0.4335850377877553,29.158252716064453,0.9636549949645996,0.9677250166734059,0.9939382672309875,0.007225581607748048,0.0052,45.248633941984735,0.9654766321182251,0.9760971665382385,0.9939382672309875,0.9746662378311157,0.9801399111747742,0.9839068651199341,0.9757885932922363,0.9667708277702332,0.9673144221305847,0.9661280512809753,0.9648156762123108,0.9655575752258301,0.9639744162559509,0.9646013975143433,0.9641429781913757,0.9646560549736023,0.9639015197753906,0.9638267159461975,0.964367151260376,0.9638665318489075,0.9636913537979126,0.9643784761428833,0.9638636112213135,0.963792622089386,0.9637351036071777,0.9636770486831665,0.9636793732643127,0.9636638164520264,0.9636771082878113,0.9636549949645996
14,29.746949871381123,0.715200146039327,29.031749725341797,0.9580836892127991,0.963455714782079,0.995489776134491,0.009128904111250792,0.005600000000000001,50.56047793896869,0.960563600063324,0.9741431474685669,0.995489776134491,0.9734058976173401,0.9785350561141968,0.984376072883606,0.9745963215827942,0.9621022939682007,0.963832437992096,0.9620811939239502,0.9597185850143433,0.9610565304756165,0.9585753083229065,0.9594836235046387,0.9588065147399902,0.9599409103393555,0.9584272503852844,0.9584059119224548,0.9592896103858948,0.9583850502967834,0.9581021070480347,0.9590042233467102,0.9583708643913269,0.9582744240760803,0.9581970572471619,0.9581074714660645,0.958112359046936,0.9580888152122498,0.9581153392791748,0.9580836892127991
15,29.622706472873688,0.7190352082252502,28.903671264648438,0.9521165490150452,0.9590473314126332,0.9974980354309082,0.011412141130704786,0.006,50.48369455500506,0.9551613926887512,0.9750950932502747,0.9974980354309082,0.9720181226730347,0.9770764112472534,0.9848210215568542,0.9744107127189636,0.9576201438903809,0.960290789604187,0.9576357007026672,0.954306960105896,0.9561896920204163,0.9527722001075745,0.9539680480957031,0.9530836939811707,0.9547877311706543,0.9525666832923889,0.952566385269165,0.9537920355796814,0.9525055885314941,0.9521165490150452,0.9532327055931091,0.9524919986724854,0.9523772597312927,0.9522764682769775,0.952171266078949,0.9521608948707581,0.9521341919898987,0.9521704316139221,0.9521217346191406
16,29.448133289813995,0.676713764667511,28.771419525146484,0.9457453489303589,0.9544691542784373,0.9999505877494812,0.014022301388730398,0.0064,44.91112299298402,0.9493440389633179,0.976413905620575,0.9999505877494812,0.9710231423377991,0.9761216640472412,0.9857465624809265,0.9746619462966919,0.9530347585678101,0.9567407369613647,0.9531552195549011,0.948514461517334,0.9508262872695923,0.94674152135849,0.9481629133224487,0.9469407796859741,0.9492642879486084,0.9463330507278442,0.9463483095169067,0.9481133818626404,0.9462552666664124,0.9457453489303589,0.9471884965896606,0.9462602138519287,0.94610995054245,0.9459812641143799,0.9458556175231934,0.9458318948745728,0.9457932710647583,0.9458452463150024,0.9457705020904541
17,29.746303856372833,1.1122286915779114,28.634075164794922,0.9390327334403992,0.9502046922842662,1.0,0.016543491159119343,0.0068000000000000005,45.774599277065136,0.943556010723114,0.9772260189056396,1.0,0.9720213413238525,0.9751879572868347,0.9876476526260376,0.9756519794464111,0.9502044916152954,0.9528661966323853,0.9513869285583496,0.9447613954544067,0.9466487169265747,0.9409687519073486,0.9446164965629578,0.9407632946968079,0.9444380402565002,0.939820408821106,0.9399304986000061,0.9439253807067871,0.9397945404052734,0.9392427802085876,0.9413389563560486,0.9397704601287842,0.9395126104354858,0.9393419027328491,0.9391300082206726,0.9391399621963501,0.9390772581100464,0.9391379952430725,0.9390327334403992
18,29.412746409575146,0.906606654326121,28.506139755249023,0.9319130778312683,0.9459355135758718,0.9995091557502747,0.019447656999980845,0.0072,43.91098493000027,0.9381479620933533,0.9784462451934814,0.9995091557502747,0.9743468165397644,0.9749243855476379,0.9904965758323669,0.9775614142417908,0.9478537440299988,0.9485886693000793,0.9503926038742065,0.9412184357643127,0.9426048398017883,0.934935986995697,0.9408591389656067,0.9344372153282166,0.9394986629486084,0.9329731464385986,0.9331848621368408,0.9397509694099426,0.9329553246498108,0.9323387145996094,0.9351511597633362,0.9329854846000671,0.9325479865074158,0.9323315024375916,0.9320249557495117,0.9320635199546814,0.9319713711738586,0.9320514798164368,0.9319130778312683
19,29.853906989097595,1.4758418798446655,28.37806510925293,0.9244083166122437,0.9421276489893595,0.9972506761550903,0.022505535394886013,0.0076,46.42535283206962,0.9342807531356812,0.9797194004058838,0.9972506761550903,0.9774159789085388,0.9769907593727112,0.9942370057106018,0.9798293709754944,0.9463372826576233,0.9447148442268372,0.9498679041862488,0.9385316371917725,0.9407196044921875,0.9293337464332581,0.9376842379570007,0.9285659193992615,0.9373292326927185,0.9260786175727844,0.9268283843994141,0.9385161399841309,0.9261710047721863,0.9250445365905762,0.9289725422859192,0.9264631271362305,0.9252569675445557,0.9250391721725464,0.9245694875717163,0.9246146082878113,0.9244828820228577,0.9245753288269043,0.9244083166122437
20,29.19776584704717,0.9339375694592794,28.26382827758789,0.916527271270752,0.9381462792555492,0.9988712668418884,0.02585385263715733,0.008,46.82703785400372,0.9299300312995911,0.9800827503204346,0.9945223927497864,0.9806085228919983,0.9790022969245911,0.9988712668418884,0.9818088412284851,0.945717453956604,0.9414078593254089,0.9506125450134277,0.9361153244972229,0.9390109181404114,0.9234257936477661,0.9341285228729248,0.9223175644874573,0.9347012042999268,0.9187678098678589,0.9199907779693604,0.9366987347602844,0.9189670085906982,0.9173663258552551,0.922487199306488,0.9194709062576294,0.9176390767097473,0.9173658490180969,0.9167336821556091,0.9167740345001221,0.9166064858436584,0.9167299270629883,0.916527271270752
21,29.526912013689678,1.382523814837138,28.14438819885254,0.908270001411438,0.9343101203441619,1.0,0.029086661369527197,0.0084,42.607669342076406,0.9280743598937988,0.9797114729881287,0.9902284145355225,0.9850550293922424,0.9793303608894348,1.0,0.9849115014076233,0.9478473663330078,0.9400061368942261,0.9522906541824341,0.9343386888504028,0.938403308391571,0.9179812073707581,0.9318385124206543,0.9162361025810242,0.93251633644104,0.9112933874130249,0.9127625226974487,0.9356783032417297,0.9115026593208313,0.9092730283737183,0.9162611961364746,0.9123929142951965,0.9097424149513245,0.9093631505966187,0.908536970615387,0.9085591435432434,0.908340334892273,0.9085581302642822,0.908270001411438
22,29.667495210965473,1.6381907065709431,28.02930450439453,0.8996413946151733,0.9308181683222453,1.0,0.032886503851371866,0.0088,54.924384998041205,0.9265591502189636,0.9808937907218933,0.9875140190124512,0.9895974397659302,0.9802674055099487,1.0,0.9893023371696472,0.9510306715965271,0.9411702156066895,0.9549835324287415,0.9349771738052368,0.9388198256492615,0.9125266075134277,0.9292736649513245,0.9102963209152222,0.9315283298492432,0.9036462306976318,0.9054166078567505,0.9350613355636597,0.9037550687789917,0.900757908821106,0.9101663827896118,0.9049921035766602,0.9015405178070068,0.9010059237480164,0.9000351428985596,0.9000124931335449,0.8997092843055725,0.9000641703605652,0.8996413946151733
23,28.65371759732564,0.7291723092397054,27.924545288085938,0.8906548023223877,0.9269402662913004,1.0,0.036955898248762366,0.0092,47.96464006300084,0.9246644973754883,0.9824857711791992,0.9846335649490356,0.9937227368354797,0.9810631275177002,1.0,0.9932973384857178,0.9539035558700562,0.9417853951454163,0.9573957324028015,0.9350090026855469,0.9390814900398254,0.9064466953277588,0.9260199069976807,0.9037773013114929,0.9296492338180542,0.895534098148346,0.8975175023078918,0.9338539838790894,0.8955095410346985,0.891823947429657,0.9038270711898804,0.8971695303916931,0.8929926156997681,0.8922328948974609,0.8911305069923401,0.8910591006278992,0.8906800746917725,0.8912869691848755,0.8906548023223877
24,29.41439002752304,1.606181561946869,27.808208465576172,0.8813115954399109,0.9233204205830892,1.0,0.0412797277890294,0.0096,41.68899836600758,0.9231563210487366,0.9847038388252258,0.9824820756912231,0.9973207116127014,0.9817883968353271,1.0,0.9973205924034119,0.9565490484237671,0.9428633451461792,0.9606711268424988,0.9361658096313477,0.9411152005195618,0.9008259177207947,0.9230667948722839,0.8978111147880554,0.9289020895957947,0.8872619867324829,0.8898819088935852,0.9340788722038269,0.8872446417808533,0.8825063109397888,0.8980506658554077,0.88962322473526,0.8842747211456299,0.8833398222923279,0.8819791674613953,0.8818095922470093,0.8813115954399109,0.8821904063224792,0.8813173174858093
25,28.915581564108532,1.2159679929415386,27.699613571166992,0.8716042637825012,0.9196062008539836,1.0,0.04576513133757454,0.01,52.349944291985594,0.9210432171821594,0.9871824383735657,0.9808507561683655,1.0,0.982835590839386,0.9997010827064514,0.9994755387306213,0.9595707654953003,0.9446991682052612,0.964671790599823,0.9385315775871277,0.9435582756996155,0.8955238461494446,0.920032799243927,0.8915953636169434,0.9280316829681396,0.878557562828064,0.8820000886917114,0.9342676401138306,0.8786298632621765,0.8727483749389648,0.892557680606842,0.8820156455039978,0.8752751350402832,0.8741384744644165,0.8724451065063477,0.8722399473190308,0.8716042637825012,0.8727690577507019,0.8716332912445068
26,29.292415102322895,1.7042269309361775,27.58818817138672,0.8615869283676147,0.9160739521185557,1.0,0.05017199289879261,0.0104,49.53047028102446,0.9196709394454956,0.9898555874824524,0.9792761206626892,1.0,0.983354926109314,0.9989680647850037,1.0,0.9632034301757812,0.9463826417922974,0.9692218899726868,0.9414913058280945,0.9469127655029297,0.8907156586647034,0.9179592728614807,0.8864953517913818,0.9296436309814453,0.8703830242156982,0.874590277671814,0.9363844990730286,0.8699849843978882,0.862573504447937,0.8886022567749023,0.8744657635688782,0.8660278916358948,0.864745020866394,0.8626401424407959,0.8624130487442017,0.8615869283676147,0.8630733489990234,0.8615962862968445
27,29.99316644668579,2.510946750640869,27.482219696044922,0.8512024879455566,0.9136621256669363,1.0,0.05490015509139951,0.0108,53.85965633101296,0.9209458827972412,0.9936720132827759,0.9798113107681274,1.0,0.9851806163787842,1.0,1.0,0.9678741693496704,0.9485570192337036,0.9749204516410828,0.9449596405029297,0.9522560834884644,0.8879080414772034,0.9191657304763794,0.8840116858482361,0.9335660934448242,0.863544762134552,0.8677244782447815,0.9402670860290527,0.8623923063278198,0.8520717024803162,0.8864589929580688,0.8701592683792114,0.857572615146637,0.8560106754302979,0.8529044985771179,0.8523378372192383,0.8512564897537231,0.8531318306922913,0.8512024879455566
28,29.08277988433838,1.6729154586791992,27.40986442565918,0.8404802083969116,0.9114744901657105,1.0,0.05999915278189914,0.011200000000000002,35.763474439969286,0.922743022441864,0.9974499344825745,0.9829787611961365,1.0,0.9861034750938416,1.0,1.0,0.9733657836914062,0.9508696794509888,0.9811028242111206,0.9496358036994934,0.9582449197769165,0.8857786655426025,0.921708345413208,0.8821303248405457,0.9386836290359497,0.8568071126937866,0.8604046106338501,0.9450186491012573,0.8549157977104187,0.8412166237831116,0.884461522102356,0.865975558757782,0.848909854888916,0.8470665812492371,0.8428071737289429,0.8418823480606079,0.8405441045761108,0.842949390411377,0.8404802083969116
29,28.649223526318867,1.3049890597661336,27.344234466552734,0.829484760761261,0.9090671042601267,1.0,0.06526586177432005,0.0116,35.76588903996162,0.924616813659668,1.0,0.9864845275878906,1.0,0.9867526888847351,1.0,1.0,0.9783356785774231,0.95345139503479,0.9868391156196594,0.9542335271835327,0.9635870456695557,0.8828332424163818,0.9237493872642517,0.8796464800834656,0.9435974359512329,0.8496089577674866,0.852645218372345,0.9501505494117737,0.8471419811248779,0.8299639225006104,0.8832210302352905,0.8619009256362915,0.8400188088417053,0.8378574848175049,0.8325682282447815,0.8311679363250732,0.8295358419418335,0.8326201438903809,0.829484760761261
30,29.178139090538025,1.9061263799667358,27.27201271057129,0.8181460499763489,0.9067623674869537,1.0,0.07037479619467141,0.012,35.79330854804721,0.9271369576454163,1.0,0.9899955987930298,1.0,0.9857808351516724,1.0,1.0,0.982875645160675,0.9546933174133301,0.9918559789657593,0.9584029912948608,0.9693098664283752,0.8807387948036194,0.9263054728507996,0.8778086304664612,0.9499568343162537,0.8430201411247253,0.8461235165596008,0.9566014409065247,0.8407905101776123,0.8182307481765747,0.8835673332214355,0.858717143535614,0.8317806720733643,0.8285753726959229,0.8220682740211487,0.8202166557312012,0.8181966543197632,0.821975588798523,0.8181460499763489
31,28.67920156319936,1.4763283332188923,27.20287322998047,0.8060337901115417,0.9044182399908701,1.0,0.07557952666145955,0.0124,35.776008246000856,0.9292607307434082,1.0,0.9940214157104492,1.0,0.9841867685317993,1.0,1.0,0.9874114990234375,0.9551092982292175,0.9962785840034485,0.9613098502159119,0.9750470519065857,0.8790140151977539,0.9290502667427063,0.8763362169265747,0.956950306892395,0.8366900086402893,0.8391746878623962,0.9633050560951233,0.8353121876716614,0.8060337901115417,0.8843920826911926,0.8561894297599792,0.8235923647880554,0.8192119002342224,0.8112677931785583,0.8089880347251892,0.8066360950469971,0.8112037181854248,0.8065740466117859
32,28.328794201215107,1.196246822675069,27.13254737854004,0.7935054302215576,0.9015746951103211,1.0,0.08083027127062628,0.0128,35.769789929967374,0.9293330311775208,1.0,0.9980615973472595,0.9988750219345093,0.9836294651031494,1.0,1.0,0.9910269975662231,0.9542691111564636,0.9993708729743958,0.9631053805351257,0.9799478054046631,0.876325786113739,0.93109130859375,0.8742302656173706,0.9634355306625366,0.8297308087348938,0.8316718935966492,0.9694440960884094,0.8291592597961426,0.7935054302215576,0.8855535984039307,0.8534597754478455,0.8150922060012817,0.8093730807304382,0.8003613948822021,0.7973892688751221,0.7946945428848267,0.8003579378128052,0.7947453856468201
33,28.43784523010254,1.390604019165039,27.0472412109375,0.7805328369140625,0.8981094976266225,1.0,0.08577885300905963,0.0132,35.87894163001329,0.9290735721588135,0.9990968704223633,1.0,0.9969017505645752,0.9820932745933533,0.9993566274642944,1.0,0.9924781918525696,0.9530815482139587,1.0,0.963482141494751,0.9837549924850464,0.8736042380332947,0.9320043921470642,0.8719106912612915,0.9696443676948547,0.8222392797470093,0.82377028465271,0.9752823710441589,0.8231958746910095,0.7805328369140625,0.8858751058578491,0.8511048555374146,0.8062070608139038,0.7990636229515076,0.7893611192703247,0.7855756878852844,0.7824589014053345,0.789466917514801,0.7826683521270752
34,28.747891982396443,1.8046050866444905,26.943286895751953,0.7671447396278381,0.8945762892564137,1.0,0.09049089358369633,0.013600000000000001,35.84627715998795,0.9282918572425842,0.9974937438964844,1.0,0.9946629405021667,0.9797916412353516,0.9967418313026428,1.0,0.9931191802024841,0.949756383895874,1.0,0.9628902673721313,0.9877719879150391,0.8725229501724243,0.9335254430770874,0.8708080053329468,0.976938784122467,0.8158531188964844,0.8169451951980591,0.9820116758346558,0.8176480531692505,0.7671447396278381,0.8873035907745361,0.8495451807975769,0.797206461429596,0.7886459231376648,0.7780947685241699,0.7734702229499817,0.7699183225631714,0.7788244485855103,0.7703619599342346
35,28.88002387682597,2.042735973993937,26.83728790283203,0.7533595561981201,0.8914095143477122,1.0,0.09529002877622698,0.014000000000000002,35.85499502602033,0.928673505783081,0.9946935176849365,0.9998700022697449,0.9907874464988708,0.9783229827880859,0.9929243326187134,1.0,0.993340253829956,0.949517548084259,0.998215913772583,0.9651380777359009,0.9917330145835876,0.8726944923400879,0.9353562593460083,0.871820330619812,0.9852316975593567,0.8107309341430664,0.8108989596366882,0.989772379398346,0.8125539422035217,0.7533595561981201,0.890834391117096,0.8489183783531189,0.7880555391311646,0.7782670855522156,0.7666429281234741,0.7610832452774048,0.7570974826812744,0.7679505944252014,0.7578006386756897
36,28.585357407728832,1.8430707255999248,26.742286682128906,0.7391953468322754,0.8880978266398112,1.0,0.10010718272755235,0.0144,35.77780564699788,0.9289675951004028,0.9916291832923889,0.9992192983627319,0.9874750375747681,0.9763659834861755,0.9897620677947998,1.0,0.9922910332679749,0.9480254054069519,0.9947100281715393,0.9668406844139099,0.9951305389404297,0.8719923496246338,0.9381626844406128,0.8731144666671753,0.9931750297546387,0.8052526116371155,0.8050006628036499,0.9976527690887451,0.8077815175056458,0.7391953468322754,0.8948850631713867,0.8499028086662292,0.7789953351020813,0.7678782343864441,0.7548704743385315,0.7484780550003052,0.7439079880714417,0.7572411298751831,0.7450314164161682
37,28.233580231666565,1.590645432472229,26.642934799194336,0.7254394292831421,0.8843065539995829,1.0,0.10474537157464493,0.0148,35.797762503963895,0.9287357926368713,0.9881355166435242,0.9990280270576477,0.9843763113021851,0.9740857481956482,0.9847572445869446,0.9995442628860474,0.9902450442314148,0.9482008814811707,0.9912164807319641,0.9675419330596924,0.9976131916046143,0.8705056309700012,0.9402326941490173,0.8735978603363037,1.0,0.799260139465332,0.7988258600234985,1.0,0.8028813004493713,0.7254394292831421,0.9003779888153076,0.8502674102783203,0.7696271538734436,0.7572021484375,0.7428345084190369,0.7356630563735962,0.7305190563201904,0.7464210987091064,0.7320608496665955
38,28.638259291648865,2.109061598777771,26.529197692871094,0.7112638354301453,0.8803386787573496,1.0,0.10866795131845182,0.0152,35.93436887895223,0.9277520179748535,0.9825787544250488,0.9971379637718201,0.9824137687683105,0.9724227786064148,0.9777237772941589,0.9958038926124573,0.9877370595932007,0.9495149254798889,0.9880754351615906,0.9697540402412415,0.9976917505264282,0.8689583539962769,0.9419395327568054,0.8773999214172363,1.0,0.7969235777854919,0.7941141724586487,1.0,0.8019518256187439,0.7112638354301453,0.9061770439147949,0.851272702217102,0.7604290843009949,0.7464230060577393,0.7303740382194519,0.7227593064308167,0.716995894908905,0.7356492877006531,0.7189226150512695
39,28.79388928413391,2.3837292194366455,26.410160064697266,0.6973810791969299,0.8773170610268911,1.0,0.11322024882292989,0.015600000000000001,35.84657889499795,0.9290064573287964,0.9786784648895264,0.9941636323928833,0.984941840171814,0.9754870533943176,0.9749209880828857,0.9949764609336853,0.9845247268676758,0.9508303999900818,0.9870409369468689,0.971348762512207,0.9977452158927917,0.8680967688560486,0.9447654485702515,0.8818973898887634,1.0,0.7953092455863953,0.7898078560829163,1.0,0.8011665344238281,0.6973810791969299,0.9140571355819702,0.8526851534843445,0.7524285912513733,0.7359936833381653,0.7178512215614319,0.7097629308700562,0.7032892107963562,0.7258346676826477,0.70551997423172
